Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,270 sq.m.,2,8+,1,Partial Renovation,70 sq.m.,"Sayadyan street, Gavar boundary","$38,000",USD,"Каменный двухэтажный дом, в Центре Ацарата, рядом с церковью Срб. Григор Лусаворич, месторасположение очень хорошее! Имеется участок земли с плодовыми деревьями. Газ, вода, канализация, высоковольтный электрический щит, 8 метровый рабочий колодец с питьевой водой. Адрес может не точный, на карте не показывает, к сожалению.Звоните, по всем вопросам проконсультируем.",Nov-24-2022_23-36,,Not available,,,,https://list.am/en/item/18283289,,,,,,
House,Stone,160 sq.m.,2,5,1,Old Renovation,,"Էներգետիկների փողոց 2, Սևան","$25,000",USD,"The house is located next to the botanical garden, in good condition, has a large yard, land, garage, barn. The building and the place are suitable for both residential and business projects. For more information call...Please do not leave a message...Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16273661,,,,,,
House,Stone,140 sq.m.,2,4,1,Partial Renovation,4000 sq.m.,Gegharkunik › Martuni,"20,000,000 ֏",AMD,Private house for sale in Zolakar villageTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18203744,,,,,,
House,Stone,240 sq.m.,1,5,2,Old Renovation,,Gegharkunik › Gavar,"$20,500",USD,"A box house, has a large basement, a barn, a large garden with fruit trees.With all utilitiesTranslated from Armenian",Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/15735908,,,,,,
Country House,Stone,250 sq.m.,2,5,3+,Partial Renovation,2200 sq.m.,Gegharkunik › Sevan,"$115,000",USD,"The house is located on the banks of the Sevan River, in the territory of Drakhtik village, it is fenced, the house needs interior finishing works, the yard has a completely renovated kitchen with a 25 square meter area, with a fireplace, it has water, electricityTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18039370,,,,,,
House,Stone,160 sq.m.,1,4,1,Major Renovation,700 sq.m.,Gegharkunik › Sevan,"$95,000",USD,"Constant gas, water. Garage for 2 cars. Fruit garden: For more information call: Exchange with an apartment in Yerevan. UrgentTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17532525,,,,,,
House,Stone,243 sq.m.,2,7,1,Partial Renovation,,Gegharkunik › Gavar,"$20,000",USD,Two-storey private house in Gavar. NegotiableTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/16198469,,,,,,
House,Stone,122 sq.m.,1,4,1,Partial Renovation,2036 sq.m.,Gegharkunik › Chambarak,"$10,000",USD,"The area is suitable for tourist activities. It has very good nature, it is a continuation of the same nature of Dilijan. It is suitable for beekeeping and cattle breeding. It has one living room, two bedrooms, one balcony, the bathroom is on the second floor, there is also a closet on the second floor, the garage is designed for two cars with a garage, three basement rooms. Only real buyers should call. Hurry up.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18205966,,,,,,
House,Stone,92 sq.m.,2,4,1,No Renovation,3000 sq.m.,Gegharkunik › Tsovagyugh,"2,500,000 ֏",AMD,"A two-story, 4-room stone house is for sale in the village of Semyonovka, Gegharkunik region. The house has permanent water and electricity. It does not have gas, it is possible to draw, the pipe is located near the house.There is a non-privatized 3000 square meters. Plot of land. It is suitable for recreation area, animal husbandry.Or I will exchange it for a car.For questions, call the specified phone numbers, only real buyers.Translated from Armenian",Nov-24-2022_23-36,,Not available,,,,https://list.am/en/item/18195806,,,,,,
House,Stone,280 sq.m.,2,4,1,Old Renovation,,Gegharkunik › Gavar,"$18,000",USD,"A two stored house is for sale on Nalbandyan street / Bandi district / Gavar city, which is in good condition. There is a barn next to the building, and a two-storey half-built building at the back.Price is negotiable.Translated from Armenian",Nov-24-2022_23-36,,1 spot,,,,https://list.am/en/item/17241910,,,,,,
House,Stone,150 sq.m.,1,4,1,Partial Renovation,3000 sq.m.,Gegharkunik › Martuni,"$55,000",USD,"A private house is for sale in Martuni. (Yeritasardakan street)The area is 3000 sq. M., of which 800 sq. M. It is arable land.The house is partially renovated, the kitchen and the corridor is tiled.European windows, large basement.Constant hot / cold water.1 Bathroom3 Bedrooms:1 Living roomBeautiful yard, orchard.To buy the apartment, to see or to get complete information, you can call the mentioned number.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17773024,,,,,,
House,Stone,100 sq.m.,1,3,1,Old Renovation,900 sq.m.,"Mamikonyan street 1, Martuni","$20,000",USD,"Auxiliary structures. Garage, storage roomTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17528816,,,,,,
House,Stone,800 sq.m.,3,8+,3+,Partial Renovation,500 sq.m.,"Էներգետիկների փողոց 2, Սևան","$78,000",USD,"It is very urgent, we sell it 2 times cheaper than the market price.There are 2 large garages, about 100 square meters. M padwal. On the plot - fruit trees.There are 12 rooms on the 3rd floor - it was built according to the hotel project.The roof covering is very high quality.There are heating systems on all 3 floors.It is also very suitable for working as a hotel, as hostels or for the purpose of organizing production at the same time.Translated from Armenian",Nov-24-2022_23-36,Not available,3 or more spots,,,,https://list.am/en/item/18187349,,,,,,
House,Stone,1370 sq.m.,1,7,1,Partial Renovation,1070 sq.m.,"Սարգիս Սևանեցու փողոց 7, Սևան","33,000,000 ֏",AMD,"Մեկ հարկանի քարե տուն: Կա երկհարկանի քարե ավտոտնակ, ավտոտնակը ունի նաև լրացուցիչ նկուղ:Բնակելի տուն՝ 132.5 ք. Մ.Ավտոտնակ՝ 113.2 ք. Մ.Հացատուն՝ 48 ք. Մ.Պարիսպ՝ 6 ք. Մ.Одноэтажный каменный дом. Имеется двухэтажный каменный гараж, в гараже также есть дополнительный подвал.Жилой дом: 132,5 кв. М.Гараж: 113.2 кв. М.Пекарня: 48 кв. М.Забор: 6 кв. М.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18012358,,,,,,
House,Stone,58 sq.m.,1,3,1,Cosmetic Renovation,4040 sq.m.,"Roman street, Vardenis","$7,000",USD,"Sold without propertyOnly real buyers will callIf you have any questions, write or callTranslated from Armenian",Nov-24-2022_23-36,By agreement,2 spots,,,"ELectricity, water supply",https://list.am/en/item/18013917,,,,,,
House,Stone,171 sq.m.,2,4,1,Partial Renovation,10 sq.m.,Gegharkunik › Ddmashen,"$25,000",USD,"A house is for sale in the village of Ddmashen, Gegharkunik region.The price is negotiable.The house is well maintained, it provides an opportunity to live without excessive expenses.The house is sold with contents.The set price includes: Land, buildings, as well as high-quality household goods and items.The house also has a barn (furnished) for keeping pets and farming.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18065814,,,,,,
House,Stone,100 sq.m.,1,4,2,Old Renovation,650 sq.m.,Gegharkunik › Sevan,"$100,000",USD,"Call for details, price negotiableCode 18214893Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18214893,,,,,,
House,Stone,513 sq.m.,3,7,2,No Renovation,1120 sq.m.,Gegharkunik › Gavar,"$31,000",USD,"A 3-storey detached house is for sale in Barekamutyun street of Gavar city. It has a garage (40 sq/m), an auxiliary structure (40 sq/m), a large plot.It is full, sad, the bathrooms are tiledTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16684809,,,,,,
House,Stone,613 sq.m.,2,7,3+,Partial Renovation,1500 sq.m.,"Sayadyan street, Gavar boundary","$75,000",USD,Garage 12.8 e 4.9 lBasementBakerybathroom and kitchen tiledFor more information callTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/17492368,,,,,,
House,Stone,550 sq.m.,4+,8+,3+,No Renovation,,"Yerevanyan highway, Սևան","$60,000",USD,"Near Lake Sanaa, right in front of Geghama recreation area, a 4-storey stone house is for sale urgently, the roof is repaired, it is located at the beginning of the highway, a beautiful view of the lake opens from the window. It has constant water and three-phase electricity. In addition to a luxury house, it can also be used as a commercial area (hotel) Negotiable:Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/12105063,,,,,,
Country House,Stone,80 sq.m.,1,3,1,Designer Renovation,150 sq.m.,"Sevan street, Yerevan","$40,000",USD,A house for sale in Sevan (Lavanda City. It is sold with all the property and equipment.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18130896,,,,,,
House,Stone,700 sq.m.,2,5,3+,Major Renovation,,Gegharkunik › Sevan,"$239,000",USD,"Sean City A newly built private house is for sale in the center of Sean. The house is fully renovated, has a beautiful yard.Translated from Armenian",Nov-24-2022_23-36,By agreement,3 or more spots,,,,https://list.am/en/item/14742775,,,,,,
House,Stone,80 sq.m.,2,4,1,Partial Renovation,400 sq.m.,"1st Street, Shorzha","$20,000",USD,"A two-storey house with a fertile land near the house is for sale (there are fruit trees planted) On the ground floor there is a shop, a garage. The house is partially renovated, in particular the bathroom։ the kitchen (tiled), European windows are installed, the outside doors are iron, the inside is wooden. Permanent water, gas. Also a water tank.Translated from Armenian",Nov-24-2022_23-36,Available,1 spot,,,,https://list.am/en/item/16882830,,,,,,
House,Stone,220 sq.m.,2,7,1,Major Renovation,2500 sq.m.,Gegharkunik › Martuni,"$86,000",USD,"Продам 2-ух этажный дом с участком 25 сот. Земли с плодородными деревьями, дом с газом водой и светом. Дом отапливается с системой BAXI, ванная комната туалет раздельно. Торг есть.",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17623591,,,,,,
House,Stone,160 sq.m.,1,6,1,Euro Renovation,410 sq.m.,"Azgaldyan street, Vardenis","$39,000",USD,"A 6-room detached house in the center of Vardenis, 160 square meters, is for urgent sale and rent. 4 bedrooms, kitchen, bathroom, 2 living rooms. The house is in good condition. It has a yard of 110 square meters. In the neighborhood there is a brick factory with an area of 140 square meters.Total 410 square metersNearby are: Kindergarten, YMCA development center, music school, police, supermarket, shops.Translated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/16431254,,,,,,
House,Stone,670 sq.m.,2,5,2,Partial Renovation,214 sq.m.,Gegharkunik › Sevan,"$65,000",USD,"Gegharkunik, San / Harsnakar rear /House: 2 floors / stone /5 rooms670/214 sq. M.Partially renovated2 bathroomsgaragecultivated gardenCode VM885Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17873533,,,,,,
House,Stone,80 sq.m.,1,4,1,Designer Renovation,,"Sevani street, Yerevan","$28,000",USD,"4-room cottage for sale in Lavanda City, Sean. It has hot and cold water, gas, bathroom,Bisset next to it. The price is $ 28,000. It is for rent.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/8579269,,,,,,
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,1500 sq.m.,Gegharkunik › Vanevan,"$12,000",USD,"It has 1500 m of orchard, it has an outdoor kitchenhas a barnTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18151628,,,,,,
House,Stone,71 sq.m.,1,5,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Vardenis,"$9,000",USD,"For rent, call for details and contractTranslated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/16424227,,,,,,
House,Stone,240 sq.m.,2,4,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Gavar,"$25,000",USD,Own house with all utilities for sale. Cosmetically refurbished.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18283324,,,,,,
House,Stone,120 sq.m.,1,2,1,Old Renovation,,Gegharkunik › Zolakar,"3,500,000 ֏",AMD,"Residential house with a total area of 120.2 square meters.Has a plot of land with a total area of 2,340 square meters and a bakery with a total area of 39 square meters.YOU CAN GET ACQUAINTED WITH OUR OTHER ANNOUNCEMENTS BY PASSING OUR PAGE.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/11690123,,,,,,
House,Stone,255 sq.m.,2,4,2,Designer Renovation,1200 sq.m.,Gegharkunik › Sevan,"$420,000",USD,"A two-storey private house is for sale on the shore of Lake Sanaa (with entrance to the lake), 70 km from Yerevan. In the distance.The house has a dining room, a kitchen, 3 bedrooms and 2 bathrooms.There is a garage, a closed parking lot for a motorboat (entrance directly from the lake), a closed pavilion (100 sq. M. Besedka), where there is a dressing room, a sauna, a kitchen, a bathroom, a barbecue, a tonir.There are 16 fruit trees, ornamental trees (silver deer, tuyas...) in the area.The area is completely fenced, there is constant hot and cold water, gas, heating, internet in the whole area (WIFI), security system.Newly renovated, for sale together with furniture (Italian production) and equipment.The land and the house are completely privatized.Not exchangedTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17971006,,,,,,
